Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Month,Day,Hour,Latitude_x,Longitude_x,Latitude_y,Longitude_y,Latitude,Longitude
29654,,2023-05-20 13:00:00,20-05-2023 20:01,Surat,563,CYBERCRIME,14,F,Firearm,Other Crime,13,Yes,2023-08-05 20:00:00,2023,5,20,,21.2094892,72.8317058,21.2094892,72.8317058,21.2094892,72.8317058
29655,,2023-05-20 14:00:00,20-05-2023 23:45,Nagpur,167,TRAFFIC VIOLATION,29,F,Blunt Object,Traffic Fatality,11,Yes,2023-06-17 08:00:00,2023,5,20,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
29660,,2023-05-20 19:00:00,21-05-2023 16:09,Mumbai,238,EXTORTION,35,F,Firearm,Other Crime,11,Yes,2023-06-21 09:00:00,2023,5,20,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29661,,2023-05-20 20:00:00,21-05-2023 08:48,Pune,210,COUNTERFEITING,79,F,Other,Other Crime,5,Yes,2023-06-27 06:00:00,2023,5,20,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
29664,,2023-05-20 23:00:00,21-05-2023 19:42,Mumbai,554,EXTORTION,31,F,Knife,Other Crime,2,Yes,2023-08-02 21:00:00,2023,5,20,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29665,,2023-05-21 00:00:00,21-05-2023 15:17,Ghaziabad,286,KIDNAPPING,20,F,Explosives,Other Crime,14,Yes,2023-06-08 20:00:00,2023,5,21,,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
29666,,2023-05-21 01:00:00,21-05-2023 19:24,Chennai,427,ILLEGAL POSSESSION,44,F,Unknown,Other Crime,7,Yes,2023-07-27 04:00:00,2023,5,21,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29668,,2023-05-21 03:00:00,21-05-2023 10:35,Chennai,284,FRAUD,69,M,Firearm,Other Crime,16,Yes,2023-07-26 18:00:00,2023,5,21,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29671,,2023-05-21 06:00:00,21-05-2023 23:26,Rajkot,581,KIDNAPPING,13,F,Unknown,Other Crime,16,Yes,2023-07-31 16:00:00,2023,5,21,,22.3053263,70.8028377,22.3053263,70.8028377,22.3053263,70.8028377
29673,,2023-05-21 08:00:00,22-05-2023 07:44,Kanpur,118,EXTORTION,39,M,Unknown,Other Crime,9,Yes,2023-06-30 07:00:00,2023,5,21,,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
29674,,2023-05-21 09:00:00,22-05-2023 05:39,Ludhiana,516,ASSAULT,48,M,Knife,Violent Crime,17,Yes,2023-07-04 09:00:00,2023,5,21,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
29680,,2023-05-21 15:00:00,22-05-2023 04:29,Thane,459,BURGLARY,72,F,Poison,Other Crime,2,Yes,2023-11-11 12:00:00,2023,5,21,,19.1943294,72.9701779,19.1943294,72.9701779,19.1943294,72.9701779
29681,,2023-05-21 16:00:00,22-05-2023 06:46,Pune,536,IDENTITY THEFT,14,F,Firearm,Violent Crime,7,Yes,2023-05-31 05:00:00,2023,5,21,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
29682,,2023-05-21 17:00:00,22-05-2023 07:16,Delhi,369,ILLEGAL POSSESSION,63,F,Explosives,Other Crime,6,Yes,2023-07-13 07:00:00,2023,5,21,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29685,,2023-05-21 20:00:00,22-05-2023 04:04,Hyderabad,252,TRAFFIC VIOLATION,15,F,Other,Traffic Fatality,11,Yes,2023-06-19 08:00:00,2023,5,21,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
29686,,2023-05-21 21:00:00,22-05-2023 19:05,Agra,126,DOMESTIC VIOLENCE,73,M,Firearm,Violent Crime,15,Yes,2023-08-03 10:00:00,2023,5,21,,27.1752554,78.0098161,27.1752554,78.0098161,27.1752554,78.0098161
29688,,2023-05-21 23:00:00,22-05-2023 00:16,Chennai,221,SHOPLIFTING,44,F,Poison,Other Crime,14,Yes,2023-05-30 10:00:00,2023,5,21,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29690,,2023-05-22 01:00:00,22-05-2023 06:00,Indore,175,ILLEGAL POSSESSION,43,F,Other,Other Crime,9,Yes,2023-07-30 12:00:00,2023,5,22,,22.7203616,75.8681996,22.7203616,75.8681996,22.7203616,75.8681996
29691,,2023-05-22 02:00:00,22-05-2023 13:13,Delhi,321,SEXUAL ASSAULT,36,M,Firearm,Violent Crime,18,Yes,2024-01-26 22:00:00,2023,5,22,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29693,,2023-05-22 04:00:00,23-05-2023 03:31,Lucknow,430,ARSON,15,M,Blunt Object,Fire Accident,13,Yes,2023-08-13 11:00:00,2023,5,22,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
29694,,2023-05-22 05:00:00,22-05-2023 21:26,Lucknow,383,TRAFFIC VIOLATION,24,M,Poison,Traffic Fatality,12,Yes,2023-05-29 12:00:00,2023,5,22,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
29695,,2023-05-22 06:00:00,22-05-2023 07:48,Rajkot,501,EXTORTION,78,F,Poison,Other Crime,4,Yes,2023-06-05 14:00:00,2023,5,22,,22.3053263,70.8028377,22.3053263,70.8028377,22.3053263,70.8028377
29696,,2023-05-22 07:00:00,23-05-2023 03:42,Visakhapatnam,249,ARSON,72,F,Unknown,Fire Accident,5,Yes,2023-06-30 05:00:00,2023,5,22,,17.6935526,83.2921297,17.6935526,83.2921297,17.6935526,83.2921297
29697,,2023-05-22 08:00:00,22-05-2023 14:11,Indore,523,EXTORTION,22,F,Blunt Object,Other Crime,17,Yes,2023-08-04 22:00:00,2023,5,22,,22.7203616,75.8681996,22.7203616,75.8681996,22.7203616,75.8681996
29698,,2023-05-22 09:00:00,22-05-2023 21:43,Lucknow,537,SHOPLIFTING,53,M,Blunt Object,Other Crime,16,Yes,2023-06-21 22:00:00,2023,5,22,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
29700,,2023-05-22 11:00:00,22-05-2023 11:26,Ahmedabad,217,ILLEGAL POSSESSION,75,F,Unknown,Other Crime,9,Yes,2023-06-25 16:00:00,2023,5,22,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
29707,,2023-05-22 18:00:00,23-05-2023 16:49,Ahmedabad,282,ASSAULT,45,M,Blunt Object,Violent Crime,5,Yes,2023-06-12 15:00:00,2023,5,22,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
29709,,2023-05-22 20:00:00,23-05-2023 03:07,Jaipur,167,COUNTERFEITING,55,F,Explosives,Other Crime,14,Yes,2023-06-25 21:00:00,2023,5,22,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
29710,,2023-05-22 21:00:00,23-05-2023 12:42,Visakhapatnam,418,DRUG OFFENSE,73,F,Explosives,Other Crime,10,Yes,2023-07-15 20:00:00,2023,5,22,,17.6935526,83.2921297,17.6935526,83.2921297,17.6935526,83.2921297
29712,,2023-05-22 23:00:00,23-05-2023 01:00,Hyderabad,404,ILLEGAL POSSESSION,39,F,Other,Other Crime,6,Yes,2023-06-20 08:00:00,2023,5,22,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
29713,,2023-05-23 00:00:00,23-05-2023 16:39,Jaipur,294,FIREARM OFFENSE,57,M,Firearm,Fire Accident,5,Yes,2023-07-29 08:00:00,2023,5,23,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
29716,,2023-05-23 03:00:00,23-05-2023 09:04,Thane,262,KIDNAPPING,30,F,Other,Other Crime,16,Yes,2023-06-30 23:00:00,2023,5,23,,19.1943294,72.9701779,19.1943294,72.9701779,19.1943294,72.9701779
29719,,2023-05-23 06:00:00,24-05-2023 03:27,Lucknow,351,ASSAULT,61,F,Unknown,Violent Crime,15,Yes,2023-06-16 02:00:00,2023,5,23,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
29720,,2023-05-23 07:00:00,24-05-2023 05:53,Jaipur,248,KIDNAPPING,75,F,Unknown,Other Crime,14,Yes,2023-07-21 05:00:00,2023,5,23,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
29722,,2023-05-23 09:00:00,23-05-2023 09:16,Agra,308,ARSON,17,F,Blunt Object,Fire Accident,2,Yes,2023-07-30 13:00:00,2023,5,23,,27.1752554,78.0098161,27.1752554,78.0098161,27.1752554,78.0098161
29723,,2023-05-23 10:00:00,23-05-2023 23:49,Srinagar,562,ASSAULT,78,F,Firearm,Violent Crime,16,Yes,2023-07-28 13:00:00,2023,5,23,,34.0747444,74.8204443,34.0747444,74.8204443,34.0747444,74.8204443
29725,,2023-05-23 12:00:00,23-05-2023 12:25,Delhi,114,SEXUAL ASSAULT,72,F,Firearm,Violent Crime,1,Yes,2025-05-15 00:00:00,2023,5,23,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29726,,2023-05-23 13:00:00,24-05-2023 04:15,Kolkata,355,VEHICLE - STOLEN,14,M,Knife,Violent Crime,3,Yes,2023-08-14 00:00:00,2023,5,23,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
29731,,2023-05-23 18:00:00,24-05-2023 17:55,Ludhiana,559,ARSON,23,F,Explosives,Fire Accident,2,Yes,2023-07-24 11:00:00,2023,5,23,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
29733,,2023-05-23 20:00:00,23-05-2023 20:50,Pune,558,DRUG OFFENSE,79,F,Poison,Other Crime,8,Yes,2023-06-14 22:00:00,2023,5,23,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
29737,,2023-05-24 00:00:00,24-05-2023 20:00,Ahmedabad,375,ASSAULT,32,M,Unknown,Violent Crime,18,Yes,2023-06-16 22:00:00,2023,5,24,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
29738,,2023-05-24 01:00:00,24-05-2023 10:15,Chennai,274,PUBLIC INTOXICATION,11,M,Explosives,Other Crime,13,Yes,2023-06-11 14:00:00,2023,5,24,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29739,,2023-05-24 02:00:00,24-05-2023 20:09,Ludhiana,507,KIDNAPPING,30,F,Explosives,Other Crime,5,Yes,2023-08-08 09:00:00,2023,5,24,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
29740,,2023-05-24 03:00:00,24-05-2023 09:02,Lucknow,302,DOMESTIC VIOLENCE,30,F,Blunt Object,Violent Crime,18,Yes,2023-08-23 22:00:00,2023,5,24,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
29745,,2023-05-24 08:00:00,24-05-2023 08:46,Pune,389,EXTORTION,14,M,Poison,Other Crime,8,Yes,2023-08-02 19:00:00,2023,5,24,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
29746,,2023-05-24 09:00:00,24-05-2023 21:54,Patna,522,PUBLIC INTOXICATION,57,F,Poison,Other Crime,2,Yes,2023-06-24 15:00:00,2023,5,24,,25.6093239,85.1235252,25.6093239,85.1235252,25.6093239,85.1235252
29747,,2023-05-24 10:00:00,25-05-2023 02:59,Rajkot,201,EXTORTION,38,F,Poison,Other Crime,8,Yes,2023-08-06 02:00:00,2023,5,24,,22.3053263,70.8028377,22.3053263,70.8028377,22.3053263,70.8028377
29751,,2023-05-24 14:00:00,25-05-2023 10:18,Chennai,175,COUNTERFEITING,50,M,Other,Other Crime,14,Yes,2023-06-22 16:00:00,2023,5,24,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29752,,2023-05-24 15:00:00,25-05-2023 09:41,Kolkata,105,BURGLARY,68,F,Poison,Other Crime,9,Yes,2023-09-11 01:00:00,2023,5,24,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
29754,,2023-05-24 17:00:00,25-05-2023 12:51,Jaipur,174,EXTORTION,39,F,Knife,Other Crime,7,Yes,2023-06-15 06:00:00,2023,5,24,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
29756,,2023-05-24 19:00:00,25-05-2023 12:10,Pune,216,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,Yes,2023-07-25 09:00:00,2023,5,24,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
29757,,2023-05-24 20:00:00,25-05-2023 19:26,Mumbai,551,IDENTITY THEFT,72,F,Other,Violent Crime,12,Yes,2023-07-16 04:00:00,2023,5,24,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29758,,2023-05-24 21:00:00,24-05-2023 23:06,Ahmedabad,276,ASSAULT,51,F,Knife,Violent Crime,12,Yes,2023-07-23 01:00:00,2023,5,24,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
29759,,2023-05-24 22:00:00,25-05-2023 09:08,Pune,452,ASSAULT,11,M,Other,Violent Crime,15,Yes,2023-07-22 20:00:00,2023,5,24,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
29761,,2023-05-25 00:00:00,25-05-2023 15:09,Hyderabad,334,SEXUAL ASSAULT,49,F,Poison,Violent Crime,12,Yes,2025-02-24 06:00:00,2023,5,25,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
29763,,2023-05-25 02:00:00,25-05-2023 04:56,Bangalore,594,VANDALISM,67,F,Unknown,Other Crime,14,Yes,2023-07-14 09:00:00,2023,5,25,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
29765,,2023-05-25 04:00:00,25-05-2023 17:31,Nagpur,387,COUNTERFEITING,13,F,Unknown,Other Crime,2,Yes,2023-07-24 16:00:00,2023,5,25,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
29767,,2023-05-25 06:00:00,25-05-2023 23:48,Kolkata,271,FIREARM OFFENSE,58,F,Poison,Fire Accident,6,Yes,2023-06-06 17:00:00,2023,5,25,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
29768,,2023-05-25 07:00:00,26-05-2023 06:28,Mumbai,357,FRAUD,65,F,Knife,Other Crime,7,Yes,2023-06-04 02:00:00,2023,5,25,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29771,,2023-05-25 10:00:00,26-05-2023 06:39,Jaipur,333,TRAFFIC VIOLATION,55,F,Unknown,Traffic Fatality,2,Yes,2023-06-10 10:00:00,2023,5,25,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
29772,,2023-05-25 11:00:00,26-05-2023 00:58,Mumbai,171,COUNTERFEITING,38,M,Unknown,Other Crime,9,Yes,2023-07-24 00:00:00,2023,5,25,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29773,,2023-05-25 12:00:00,25-05-2023 23:45,Meerut,585,TRAFFIC VIOLATION,29,M,Explosives,Traffic Fatality,4,Yes,2023-06-12 06:00:00,2023,5,25,,29.0018557,77.7679671,29.0018557,77.7679671,29.0018557,77.7679671
29777,,2023-05-25 16:00:00,26-05-2023 14:29,Lucknow,534,PUBLIC INTOXICATION,36,F,Knife,Other Crime,15,Yes,2023-06-11 02:00:00,2023,5,25,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
29778,,2023-05-25 17:00:00,26-05-2023 05:34,Mumbai,148,DOMESTIC VIOLENCE,78,F,Firearm,Violent Crime,5,Yes,2023-08-05 06:00:00,2023,5,25,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29785,,2023-05-26 00:00:00,26-05-2023 05:41,Delhi,436,DOMESTIC VIOLENCE,40,M,Explosives,Violent Crime,17,Yes,2023-07-20 06:00:00,2023,5,26,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29786,,2023-05-26 01:00:00,26-05-2023 18:52,Srinagar,500,VANDALISM,33,F,Poison,Other Crime,18,Yes,2023-06-09 14:00:00,2023,5,26,,34.0747444,74.8204443,34.0747444,74.8204443,34.0747444,74.8204443
29787,,2023-05-26 02:00:00,26-05-2023 04:58,Chennai,568,FRAUD,33,F,Blunt Object,Other Crime,14,Yes,2023-07-11 13:00:00,2023,5,26,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29788,,2023-05-26 03:00:00,26-05-2023 06:14,Ludhiana,423,ILLEGAL POSSESSION,51,F,Knife,Other Crime,10,Yes,2023-07-27 02:00:00,2023,5,26,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
29789,,2023-05-26 04:00:00,26-05-2023 04:46,Vasai,166,KIDNAPPING,38,M,Blunt Object,Other Crime,2,Yes,2023-07-23 06:00:00,2023,5,26,,19.3428238,72.805441,19.3428238,72.805441,19.3428238,72.805441
29791,,2023-05-26 06:00:00,26-05-2023 11:35,Delhi,151,DRUG OFFENSE,35,F,Blunt Object,Other Crime,12,Yes,2023-06-30 02:00:00,2023,5,26,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29792,,2023-05-26 07:00:00,27-05-2023 05:05,Mumbai,250,IDENTITY THEFT,16,F,Poison,Violent Crime,3,Yes,2023-06-17 06:00:00,2023,5,26,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29794,,2023-05-26 09:00:00,26-05-2023 22:49,Kanpur,463,HOMICIDE,61,F,Other,Other Crime,10,Yes,2025-04-18 11:00:00,2023,5,26,,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
29796,,2023-05-26 11:00:00,26-05-2023 17:33,Delhi,457,EXTORTION,58,M,Explosives,Other Crime,4,Yes,2023-06-17 10:00:00,2023,5,26,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29798,,2023-05-26 13:00:00,26-05-2023 15:22,Mumbai,159,TRAFFIC VIOLATION,76,F,Poison,Traffic Fatality,7,Yes,2023-06-23 21:00:00,2023,5,26,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29799,,2023-05-26 14:00:00,26-05-2023 20:55,Nagpur,141,ASSAULT,24,M,Explosives,Violent Crime,6,Yes,2023-06-18 23:00:00,2023,5,26,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
29804,,2023-05-26 19:00:00,27-05-2023 11:46,Chennai,270,VANDALISM,61,M,Blunt Object,Other Crime,16,Yes,2023-06-06 16:00:00,2023,5,26,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29805,,2023-05-26 20:00:00,27-05-2023 07:39,Mumbai,428,EXTORTION,70,M,Explosives,Other Crime,10,Yes,2023-06-30 23:00:00,2023,5,26,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29806,,2023-05-26 21:00:00,27-05-2023 05:38,Kolkata,519,CYBERCRIME,14,M,Explosives,Other Crime,18,Yes,2023-08-14 14:00:00,2023,5,26,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
29810,,2023-05-27 01:00:00,27-05-2023 11:35,Delhi,532,SEXUAL ASSAULT,78,M,Knife,Violent Crime,10,Yes,2024-07-28 02:00:00,2023,5,27,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29813,,2023-05-27 04:00:00,27-05-2023 06:32,Mumbai,406,ILLEGAL POSSESSION,49,F,Firearm,Other Crime,15,Yes,2023-07-29 03:00:00,2023,5,27,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29814,,2023-05-27 05:00:00,27-05-2023 21:05,Ludhiana,422,DOMESTIC VIOLENCE,59,F,Unknown,Violent Crime,17,Yes,2023-06-14 10:00:00,2023,5,27,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
29818,,2023-05-27 09:00:00,27-05-2023 23:38,Nashik,548,ASSAULT,39,M,Knife,Violent Crime,15,Yes,2023-06-11 11:00:00,2023,5,27,,20.0112475,73.7902364,20.0112475,73.7902364,20.0112475,73.7902364
29819,,2023-05-27 10:00:00,28-05-2023 00:44,Chennai,339,FRAUD,39,F,Other,Other Crime,8,Yes,2023-08-17 11:00:00,2023,5,27,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29821,,2023-05-27 12:00:00,28-05-2023 03:12,Mumbai,280,EXTORTION,14,F,Blunt Object,Other Crime,3,Yes,2023-08-05 02:00:00,2023,5,27,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29826,,2023-05-27 17:00:00,28-05-2023 09:04,Surat,495,EXTORTION,72,F,Firearm,Other Crime,14,Yes,2023-07-06 13:00:00,2023,5,27,,21.2094892,72.8317058,21.2094892,72.8317058,21.2094892,72.8317058
29831,,2023-05-27 22:00:00,28-05-2023 06:33,Surat,417,ILLEGAL POSSESSION,13,F,Knife,Other Crime,17,Yes,2023-08-14 17:00:00,2023,5,27,,21.2094892,72.8317058,21.2094892,72.8317058,21.2094892,72.8317058
29833,,2023-05-28 00:00:00,28-05-2023 00:06,Lucknow,503,SHOPLIFTING,25,F,Blunt Object,Other Crime,5,Yes,2023-07-19 02:00:00,2023,5,28,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
29835,,2023-05-28 02:00:00,29-05-2023 00:40,Delhi,541,VEHICLE - STOLEN,67,M,Other,Violent Crime,11,Yes,2023-06-27 01:00:00,2023,5,28,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29836,,2023-05-28 03:00:00,28-05-2023 23:54,Ghaziabad,342,ARSON,11,F,Other,Fire Accident,15,Yes,2023-07-19 07:00:00,2023,5,28,,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
29837,,2023-05-28 04:00:00,28-05-2023 09:35,Mumbai,571,PUBLIC INTOXICATION,55,M,Other,Other Crime,13,Yes,2023-06-16 13:00:00,2023,5,28,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29838,,2023-05-28 05:00:00,28-05-2023 07:46,Hyderabad,504,VANDALISM,26,F,Firearm,Other Crime,11,Yes,2023-06-11 18:00:00,2023,5,28,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
29840,,2023-05-28 07:00:00,29-05-2023 04:38,Rajkot,285,FIREARM OFFENSE,34,F,Explosives,Fire Accident,14,Yes,2023-07-16 17:00:00,2023,5,28,,22.3053263,70.8028377,22.3053263,70.8028377,22.3053263,70.8028377
29841,,2023-05-28 08:00:00,29-05-2023 05:52,Delhi,221,VANDALISM,51,M,Blunt Object,Other Crime,9,Yes,2023-07-21 14:00:00,2023,5,28,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29843,,2023-05-28 10:00:00,29-05-2023 09:40,Hyderabad,542,IDENTITY THEFT,16,M,Unknown,Violent Crime,3,Yes,2023-07-10 00:00:00,2023,5,28,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
29844,,2023-05-28 11:00:00,29-05-2023 10:30,Kolkata,569,ARSON,50,M,Explosives,Fire Accident,13,Yes,2023-08-10 03:00:00,2023,5,28,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
29846,,2023-05-28 13:00:00,28-05-2023 14:44,Mumbai,439,VEHICLE - STOLEN,31,F,Unknown,Violent Crime,15,Yes,2023-07-24 23:00:00,2023,5,28,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29851,,2023-05-28 18:00:00,29-05-2023 04:07,Delhi,397,SHOPLIFTING,20,M,Poison,Other Crime,3,Yes,2023-07-18 06:00:00,2023,5,28,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29853,,2023-05-28 20:00:00,29-05-2023 14:09,Visakhapatnam,350,ARSON,40,F,Other,Fire Accident,19,Yes,2023-08-01 16:00:00,2023,5,28,,17.6935526,83.2921297,17.6935526,83.2921297,17.6935526,83.2921297
29854,,2023-05-28 21:00:00,29-05-2023 10:16,Vasai,558,IDENTITY THEFT,25,F,Blunt Object,Violent Crime,8,Yes,2023-08-20 15:00:00,2023,5,28,,19.3428238,72.805441,19.3428238,72.805441,19.3428238,72.805441
29857,,2023-05-29 00:00:00,29-05-2023 00:07,Bangalore,416,ROBBERY,76,M,Unknown,Violent Crime,2,Yes,2023-10-11 09:00:00,2023,5,29,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
29861,,2023-05-29 04:00:00,29-05-2023 17:23,Pune,326,VANDALISM,37,M,Unknown,Other Crime,6,Yes,2023-08-20 08:00:00,2023,5,29,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
29863,,2023-05-29 06:00:00,29-05-2023 15:56,Bangalore,556,ILLEGAL POSSESSION,79,F,Blunt Object,Other Crime,19,Yes,2023-07-03 00:00:00,2023,5,29,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
29864,,2023-05-29 07:00:00,30-05-2023 03:16,Pune,457,BURGLARY,37,F,Knife,Other Crime,4,Yes,2023-11-11 21:00:00,2023,5,29,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
29865,,2023-05-29 08:00:00,29-05-2023 08:26,Jaipur,341,TRAFFIC VIOLATION,47,M,Other,Traffic Fatality,19,Yes,2023-06-16 13:00:00,2023,5,29,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
29867,,2023-05-29 10:00:00,30-05-2023 04:59,Jaipur,162,SHOPLIFTING,58,F,Unknown,Other Crime,6,Yes,2023-07-23 22:00:00,2023,5,29,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
29868,,2023-05-29 11:00:00,29-05-2023 17:53,Chennai,543,SHOPLIFTING,35,M,Poison,Other Crime,8,Yes,2023-06-30 06:00:00,2023,5,29,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29870,,2023-05-29 13:00:00,29-05-2023 22:23,Delhi,214,IDENTITY THEFT,66,F,Other,Violent Crime,6,Yes,2023-07-12 01:00:00,2023,5,29,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
29875,,2023-05-29 18:00:00,30-05-2023 17:33,Kalyan,124,CYBERCRIME,66,F,Other,Other Crime,12,Yes,2023-08-24 21:00:00,2023,5,29,,19.2396742,73.1366482,19.2396742,73.1366482,19.2396742,73.1366482
29877,,2023-05-29 20:00:00,30-05-2023 07:54,Chennai,580,ROBBERY,63,F,Blunt Object,Violent Crime,13,Yes,2023-08-23 04:00:00,2023,5,29,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29883,,2023-05-30 02:00:00,30-05-2023 10:15,Chennai,437,IDENTITY THEFT,12,F,Knife,Violent Crime,3,Yes,2023-07-30 17:00:00,2023,5,30,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
29887,2023-01-06 06:00:00,2023-05-30 06:00:00,30-05-2023 14:49,Mumbai,358,SHOPLIFTING,30,M,Blunt Object,Other Crime,9,Yes,2023-08-06 06:00:00,2023,5,30,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
29889,2023-02-06 02:00:00,2023-05-30 08:00:00,30-05-2023 12:28,Delhi,347,KIDNAPPING,47,F,Unknown,Other Crime,3,Yes,2023-06-09 02:00:00,2023,5,30,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
